session_id,target
1,0.001448038134888337
2,1.9460707058200303e-08
3,4.799141854004021e-08
4,1.1274815286731679e-07
5,1.0361951461944103e-05
6,0.0005138704592973187
7,0.001628795851626916
8,0.00032081146604453305
9,0.0002651451124601803
10,0.010879890024253373
11,4.050411138334469e-05
12,7.348997883277051e-05
13,0.0004179066895922037
14,0.40872524741453625
15,4.780650584477044e-05
16,0.0026294563756395274
17,0.0007873900105741887
18,3.256786521695033e-05
19,0.0004659723893925025
20,5.574007869438491e-07
21,0.04616066556117677
22,2.2715678005049242e-07
23,3.3139527982790154e-05
24,0.00048389843738572347
25,0.0026341935933698857
26,3.405642587186621e-08
27,0.0007030637639019458
28,3.0606446149415993e-07
29,0.007676750589310704
30,9.422576659138382e-05
31,0.013995583759160296
32,0.009260161230536986
33,0.0007356721386912522
34,3.182136272532373e-07
35,0.00926477233149826
36,0.00029696226874047704
37,3.339275969546277e-08
38,4.1661852002561803e-08
39,9.422576659138382e-05
40,2.4153412057082154e-05
41,0.0003463909732369105
42,0.007098521982921517
43,5.2544074566753e-06
44,2.4146708803145205e-06
45,0.3544377988692095
46,7.534018714710495e-06
47,0.006507294844967323
48,0.00020802901391898224
49,1.7629739259540153e-05
50,1.2826042307879604e-05
51,2.586783077779723e-07
52,3.9596844910140355e-06
53,0.04258814593924372
54,6.000940689627621e-05
55,2.958439046213523e-05
56,0.001429852239551108
57,2.470286707329433e-06
58,6.1030198049271797e-05
59,7.733863680545678e-06
60,7.174565564940252e-06
61,1.5896542953674332e-05
62,0.006004682492904979
63,2.8155876326458567e-05
64,9.684434649370047e-05
65,6.298431087853712e-06
66,4.918814166590692e-07
67,0.0009096418630535285
68,3.25232321607393e-05
69,0.08675306218079909
70,0.0003429418411035288
71,7.824285371342123e-05
72,7.733863680545678e-06
73,0.003802778688317612
74,1.9460707058200303e-08
75,3.053626103809139e-05
76,8.619606247138669e-05
77,0.00040366573619536345
78,0.0012667529554146848
79,1.3083230155243047e-05
80,0.0004154231348279018
81,2.2620056039184286e-05
82,0.00010922310329273604
83,3.4010170888708774e-08
84,0.8877263034529655
85,7.536728183849568e-06
86,9.531719194034994e-07
87,0.002128758939757084
88,0.00019157401854806986
89,0.0006520457418683663
90,0.03484128862831887
91,0.00020935389509439564
92,3.214581574267742e-06
93,0.012242016421445515
94,0.00030250001508703
95,0.017183988604031083
96,1.278908338347707e-07
97,9.770529360816923e-05
98,0.00012005162497336209
99,4.674031843324443e-05
100,0.00023335195253551224
101,0.0016844825083575682
102,0.02175759415098009
103,0.0017355010565603072
104,0.0017033601799135074
105,7.172437477224984e-06
106,0.00015989472357910248
107,0.0009792783439408592
108,7.303619699978349e-06
109,4.094495668240355e-05
110,8.790795243121544e-05
111,0.0001315226721079707
112,2.4395699082972527e-07
113,0.01587236252475756
114,8.606450720873266e-06
115,8.166604320103207e-05
116,1.0071231190470462e-05
117,0.0010888841618441566
118,0.00020505327137118636
119,6.378317566483491e-05
120,0.00016489666307898228
121,4.4843221628186185e-05
122,9.422576659138382e-05
123,0.00022196817417051768
124,3.6138519266706224e-06
125,0.004303234630074134
126,8.414490617034889e-07
127,2.1373154618689254e-08
128,0.0007904887610228131
129,0.000816601209380665
130,0.002524873847397646
131,0.053005208531696525
132,0.001628795851626916
133,0.0013762757080425737
134,1.6504684435033852e-06
135,2.886940055058845e-06
136,9.835301150796386e-05
137,0.0005302483844636444
138,0.0008967568519056961
139,2.3249994578312123e-06
140,0.0021396756948867937
141,1.1249774298253951e-08
142,0.0007203180476117115
143,0.0005815270809668599
144,0.002051366322507478
145,1.9460707058200303e-08
146,0.00528864142079704
147,0.0007729646666664926
148,0.0009910489694687312
149,0.0009331006301903082
150,0.008259772200400585
